"paper_id","name","answer","title","abstract"
"P10-123","Andrea Bulgarelli","INAF/OAS Bologna","Agilepy: A Python framework for scientific analysis of AGILE data","The Italian AGILE space mission, with its Gamma-Ray Imaging Detector (GRID) instrument sensitive in the 30 MeV–50 GeV energy band, has been operating since 2007. Agilepy is an open-source Python package to analyse AGILE/GRID data. The package is built on top of the command-line version of the AGILE Science Tools, developed by the AGILE Team, publicly available, and also provided by ASI/SSDC as a scientific software package. The main purpose of the package is to provide an easy to use high-level interface to analyse AGILE data by simplifying the configuration of the tasks and ensuring straightforward access to the data.  The current features are the generation and display of sky maps and light curves, the access to gamma-ray sources catalogues, the analysis to perform spectral model and position fitting, the background evaluation, and generation of test statistic maps. New features are planned for future releases. In addition, Agilepy provides an engineering interface analysis of instrument off-axis evolution. The tool is also used by the Flare Advocate team to analyse the data during the daily monitoring of the gamma-ray sky. Agilepy (and its dependencies) can be easily installed using Anaconda."
"P10-135","José Sánchez-Gallego","University of Washington","CLU: a new framework for message passing for operations software","Operations software often consists of multiple pieces of code, each one in charge of controlling  specific hardware component, that need to communicate among each other. In this talk I will present CLU (https://github.com/sdss/clu), a new library that streamlines the creation of clients and servers that follow the producer-consumer pattern. CLU builds on the legacy of the SDSS operations framework and updates it to use widely used, well maintained technologies (asyncio, RabbitMQ, JSON). I will discuss the lessons learned from 20+ years of SDSS operations software and how we are trying to improve upon it."
"P10-150","JING LUO","The Canadian Institute for Theoretical Astrophysics, University of Toronto","PINT: A Modern Software Package for Pulsar Timing","Pulsars are rapidly rotating neutron stars. Some pulsars spin stably enough that their periods can be measured to the precision of 10ns, which is able to reveal many subtle astrophysical phenomena. Such high precision demands both careful data handling and sophisticated timing models to avoid systematic error.  To achieve these goals, we present PINT(PINT Is Not Tempo3), a high-precision Python pulsar timing data analysis package, which can be accessed from https://github.com/nanograv/PINT. PINT is well-tested, validated, object-oriented, and modular, enabling interactive data analysis and providing an extensible and flexible development platform for timing applications.  It utilizes well-debugged public Python packages  (e.g.,  the NumPy and Astropy libraries) and modern software development schemes, e.g., version control and efficient development with git and GitHub and a test suite for improved stability. PINT is developed and implemented independently of traditional pulsar timing software (e.g. Tempo/Tempo2) and therefore provides a tool for cross-checking timing analyses and simulating pulse arrival times.  In this presentation, we describe the design, usage, and example of using PINT."
"P10-161","Elena Puga","European Space Astronomy Centre (ESA)","Herschel PACS Integral Field Unit data visualisation and analysis: an ESAC Science Data Centre notebook for Datalabs","ESAC Science Data Centre (ESDC) hosts a dozen of archives containing science data from over 20 space science missions and one of its primary goals is to maximize the scientific exploitation of ESA space science data sets. ESDC is set to provide Jupyter notebooks with scientific workflows to guide beginner users in the usage of the different python interfaces to the different archives (e.g. via astroquery, pyesasky...) and data analysis of discovery datasets. These notebooks are envisaged to live in the ESA Datalabs platform, a project that will allow scientist to write and execute code and processing pipelines on ESA infrastructure, with direct access to the data.
The first of these ESDC notebooks showcases the use of Herschel PACS observations, as this instrument was the very first Integral Field Unit in space between 2009 and 2013, with new python manipulation (specutils, spectral-cube) and visualization tools (SpecViz, CubeViz) that have been developed in the context of future space observatories (JWST, WFIRST). This is an example of legacy mission spectroscopic data meeting bleeding-edge visualisation and analysis tools, and a training arena for new tool's early adoption using existing calibrated and consolidated ESA data products."
"P10-179","Marina Vela Nunez","INAF - OSSERVATORIO ASTRONOMICO DI TRIESTE - OATS","Controlling and Monitoring Logging of the New Archiving Distributed Infrastructure (NADIR)","The Italian Center for Astronomical Archive (IA2) manage the NADIR system, which hold a large amount of astronomical data from different geographically distributed telescopes. Therefore, controlling the various activities across the different hosts could be complicated. In the event of an unexpected problem with specific data happen, NADIR is not configured to monitoring or control logs of stored data to find eventual users modifications, being harder to find root problems. For that reason, here we propose a NADIR integrated local logging system, that may collect and aggregate different types of logs in one central location and have a deep insight about the data flow behavior into the archives. The present system for monitoring and controlling logging help us to prevent downtime on our sites and servers, meanwhile it contribute in the preservation of scientific astronomical data."
"P10-18","Carter Rhea","L'Université de Montréal","A Machine Learning Approach To Sitelle Spectral Analysis","Machine learning is rapidly becoming another tool in an astronomer’s statistical toolbox. Recent papers have demonstrated machine learning’s ability to recover degraded data, estimate important photometric parameters, and decode spectra. In this talk, I will be focusing on the use of convolutional neural networks in decoding optical emission-line spectra. The imaging Fourier Transform Spectrometer, SITELLE, at the Canada-France-Hawai’i telescope creates exquisite data cubes with spectral resolution reaching R~10000 and over 4 million spatial pixels. While standard fitting techniques to parse out the kinematic parameters, such as the velocity and broadening of the emission lines, exist, the number of spectra in each cube makes these techniques computationally expensive. Using a convolutional neural network, we have demonstrated a recoverability rate comparable to traditional methods; more importantly, the computation time has been reduced from ~11 days to ~4 hours. Subsequent papers focus on extracting additional information, such as critical line flux ratios, from the optical spectra."
"P10-192","G. Bruce Berriman","Caltech/IPAC-NExScI","The International Virtual Observatory Alliance (IVOA)  in 2020","The International Virtual Observatory Alliance (IVOA) develops the technical standards needed for seamless discovery and access to astronomy data worldwide, according to the FAIR principles, with the goal of realizing the Virtual Observatory (VO). There are 22 member organizations. The newest member, Netherlands VO, joined in 2020. More astronomical communities from other nations have shown their interest in joining into the IVOA. This poster describes the activities of the IVOA in 2020, summarizes the May 2020 ""interoperability meeting"" and previews the November 2020 interoperability meeting that follows ADASS. The May meeting was the first held on-line, and was the first to have over 200 registrants. In particular, the poster will discuss IVOA engagement in global initiatives, including support for the IAU's Office of Astronomy for Development in remote teaching and learning program, and a CODATA initiative on standardizing global units of measure.

This poster is presented on behalf of the IVOA community."
"P10-207","Athanaseus Javas Ramaila","South African Radio Astronomy Observatory","The KERN Suite: Taming the Radio Astronomy Software Ecosystem","The building and installation of scientific software for use in radio astronomy can be a daunting task. This becomes inadequate because these software tools do not get substantial utilisation by most of the scientific community.  KERN is a released set of radio astronomical software packages available for long term supported (LTS) Ubuntu operating systems. It contains most of the standard tools that a radio astronomer needs to work with radio telescope data. The goal of KERN is to save time and prevent frustration in setting up scientific pipelines and to assist in achieving scientific reproducibility. Our packaging procedure makes extensive use of git and the packages are published to Launchpad. The current release of KERN is KERN-6 and is based on Ubuntu 18.04 (Bionic). The upcoming release of KERN will be based on Ubuntu 20.04 (focal).  A status update will be provided on the latest and upcoming releases of KERN."
"P10-209","Lexy Andati","Rhodes University","RaGaVi: A Radio Astronomy Gains and Visibilities Inspector","In radio interferometry, the goal of calibration is to mitigate instrumentation and atmospheric effects on observed visibilities, in an attempt to recover the “true” sky. The first step towards calibration is to generate solutions calculated from the observation of sources known as calibrators. These solutions are then applied to the calibrators’ visibilities to gauge their quality. However, inspecting the generated calibration solutions and the effectiveness of their application to the calibrator’s visibilites is paramount to determining the quality of the calibration process. Inspection can be done visually by plotting the solutions or the calibrated visibilities, before applying the solutions to the target source’s visibility data and imaging, to save time and computing resources. The existence of interactive tools for easier identification of faulty data points is advantageous. While there are tools available that offer this functionality, they do not necessarily provide interactive capabilities independent of Graphical User Interfaces (GUIs). Additionally, they may limit the maximum amount of data points that can be plotted due to RAM concerns or protract plot generation for plots involving large amounts of data, as is synonymous with radio-interferometric data presently.

RaGaVi is a python based tool that generates self-contained interactive plots of calibration solutions and visibilities. It has two aspects which perform these tasks, namely ragavi-gains and ragavi-vis, respectively. Ragavi-gains provides interactivity by displaying useful identification information for each data point in calibration solutions (such as scan number, antenna e.t.c.) in addition to other interactive actions. Interactivity is helpful to determine the origin of outliers or problematic solutions quickly. On the other hand, ragavi-vis not only provides some level of interactivity but also presents the capability of processing large volumes of data relatively fast, and with a reduced strain on RAM."
"P10-212","Alice Allen","Astrophysics Source Code Library/University of Maryland College Park","Making organizational software easier to find in ASCL and ADS","Software is the most used instrument in astronomy, and organizations such as NASA and the Heidelberg Institute for Theoretical Physics (HITS) fund, develop, and release research software. NASA, for example, has created sites such as code.nasa.gov and software.nasa.gov to share its software with the world, but how easy is it to see what NASA has? Until recently, searching NASA’s Astrophysics Data System (ADS) for NASA’s astronomy software has not been fruitful. Through its ADAP program, NASA has funded the Astrophysics Source Code Library (ASCL ascl.net) to improve the discoverability of these codes. Adding institutional tags to ASCL entries makes it easy to find this software not only in the ASCL but also in ADS and other services that index the ASCL. This poster presentation covers the changes the ASCL has made as a result of this funding and how you can use the results of this work to better find organizational software in ASCL and ADS."
"P10-229","Mattia Mancini","ASTRON","Community engagement in pipeline development using CWL, a case study for LOFAR","In modern experimental sciences, the increasing amount of data to process and the development of standardized procedures to analyze it, is driving the utilization of automatic processing pipelines. This is in particular true for radio interferometers where in order to create science ready data, a number of steps for data filtering, instrument calibration, and data transformation have to be performed on large datasets. 
The capability to abstract the process, and increase the descriptive definition, of the pipelines seems to be key for maintaining future pipelines. This goal can be achieved using a standard pipeline definition language such as provided by the Common Workflow Language (CWL). As part of the effort towards realizing the European Open Science Cloud (EOSC) we have converted one of our standard LOFAR calibration pipelines to CWL. A fruitful and successful collaboration with the community maintainer of the pipeline has resulted in a demonstration of how CWL can improve supporting sustainable pipeline development and its community uptake. In this poster, we present the lessons learned and the benefits we found in the conversion process."
"P10-241","Marco Lam","Liverpool John Moores University / Tel Aviv University","An update on the development of ASPIRED","We are reporting the updates on the development of the Automated SpectroPhotometric REDuction (ASPIRED) pipeline, designed for common use on different instruments. The default settings support common long-slit spectrometer configurations, whilst it also offers a flexible set of functions for users to refine and tailor-make their automated pipelines to an instrument’s individual characteristics. Such automation provides near real-time data reduction to allow adaptive observing strategies, which is particularly important in the Time Domain Astronomy. Over the course of last year, significant improvement was made in the internal data handling as well as data I/O, accuracy and repeatability in the wavelength calibration. It has been tested on several active instruments: SPRAT on the Liverpool Telescope, ISIS on the William Herschel Telescope, GMOS long slit mode on the Gemini North. We are also expecting to deploy a new common pipeline for SPRAT (on LT) and MOOKODI (on the Lesedi Telescope) towards the end of the year."
"P10-244","Benjamin Hugo","South African Radio Astronomy Observatory","Tricolour: an optimized parallel sumthreshold flagger for MeerKAT","We present Tricolour, a package for Radio Frequency Interference excision of wideband finely channelized MeerKAT correlation data. The MeerKAT passband is heavily affected by interference from satellite, mobile, aircraft and terrestrial transponders. Coupled with typical data rates in excess of 100 GiB/hr at 208kHz channelization resolution, excision poses a significant processing challenge. Our flagger is highly configurable, parallel and optimized, employing Dask and Numba technologies to implement the widely used SumThreshold and MAD interference detection algorithms. We find that typical 208kHz channelized datasets can be processed at a rates in excess of 130 GiB/hr for a typical L-band excision strategy on modern dual-socket Intel Xeon servers."
"P10-33","Patricio Cubillos","Space Research Institute, Graz","Bibmanager: Automated BibTeX Management for Astronomers","I will present bibmanager, a command-line application that automates
the handling of BibTeX entries for LaTeX projects and synchronization
with ADS.  Bibmanager maintains a centralized BibTeX database that
provides automated bibfile compilation for LaTeX projects.  A simple
interface facilitates building the database by merging bibfiles,
fetching entries from ADS, or editing manually the database (all with
automated duplicate detection).  Bibmanager can also double as a PDF
database of the entries.  The interaction with the ADS API enables
automated synchronization of the database with ADS, or perform queries
to add entries or fetch their PDFs.  Bibmanager is available at PyPI
(pip install bibmanager) and fully documented at
https://bibmanager.rtfd.io"
"P10-44","Tim Molteno","Department of Physics, University of Otago","DiSkO: Discrete-sky Bayesian Synthesis Imaging","This paper describes DiSkO, a wide-field synthesis imaging package based on a telescope operator on a discrete representation of a non-flat sky. The SVD of this operator provides an explicit representation of the null-space of the telescope operator, and leads to a natural basis in which the telescope operator can be inverted with quantified uncertainty.
   DiSkO generates images of the radio sky from visibilities without gridding or the use of the Fourier Transforms, does not require a co-planar antenna array, and requires no discretization in the U-V-W plane.
   The algorithm is available open-source, and has proved effective for synthesis imaging on data from an all-sky 24 antenna synthesis array telescope. Results on some standard radio sources using VLA data are also presented.
   The memory requirements scale with the product of the number of sky elements and the number of visibility measurements. While this algorithm requires more computational resources than simple 2D inverse FFT-based methods, it has advantages as it acknowledges the non-flat sky, and can provide a framework for Bayesian imaging of the full sphere, as well as sequential inference from multiple snapshot observations."
"P10-70","cosimoNigro","Institut de Fisica d'Altes Energies (IFAE)","gLike: likelihood maximization and profiling for astrophysical (and beyond) applications","Based on ROOT, gLike is a framework for the numerical maximization of likelihood functions.
The likelihood has one free parameter (named g) and as many nuisance parameters as wanted, which will be profiled in the maximization process. 
Multi-instrument likelihood can be created and jointly profiled by compounding together several likelihood terms.   
gLike has and is being used for Dark Matter searches in gamma-ray astronomy, its flexibility allows for the extension into the multi-messenger domain."
"P10-71","Marina Vela Nunez","INAF - OSSERVATORIO ASTRONOMICO DI TRIESTE - OATS","""Intuitive GUI to restore Corrupted Data: A Support for Preservation and Curation of the Astronomical Data""","The big data management challenge is one of the forefront topics in the fields of science and technology. At the heart of big data management lies the data preservation and curation process. This process consists of recovering lost or harm data, and transforming it into data curated by following specified standards and make it available for the end users.
The Italian Center for Astronomical Archive (IA2) developed the New Archiving Distributed Infrastructure (NADIR), which holds a large amount of astronomical data from different geographically distributed telescopes. When data is received, sometimes it arrives with some imperfections. The harm or lost of data could have some catastrophic impact on science. For such reason, our aim is to enhance the actual IA2 data management software platform by complementing the current NADIR system with an extra software, designed specifically for efficient, recovering of the corrupted, un-formatted or mismatched data files, in order to preserve astronomical data and to facilitate astronomers research work. The use of a GUI allowed more accurate and faster recovering of significant scientific observations that otherwise would be lost during archival ingestion. And most importantly, these observations would not usable by the reduction processes."
"P10-75","Simón Torres","SOAR Telescope / NSF's NOIRLab","Spectroscopic Data Reduction on your web browser","The goodman-pipeline package provides all the functionality needed to reduce raw data obtained with the Goodman High Throughput Spectrograph on the Southern Astrophysical Research (SOAR) 4.1m telescope, and produce 1-D wavelength calibrated spectra. However, many science use cases, especially those targeting transients and variable objects, depend critically on having fully reduced spectra available shortly after the raw data are written to disk; the goodman-pipeline was not designed to fulfill this requirement. To address this issue we have developed a system that combines the data reduction elements of the goodman-pipeline with a Web API implementation within a web-based structure, to provide the user with immediate spectroscopic processing through a web browser.
This approach provides users with fully reduced spectra just seconds after the shutter closes, which could be critical when making real time decisions such as whether to obtain more data of the same object, switch to a different configuration or instrument, submit an observation request to another facility, or simply discard the object as one of no interest for the specific science case, and move to a new target."
"P10-97","Sphesihle Makhathini","University of the Witwatersrand","Containerised scripting for radio interferometry","The process of creating science data products in astronomy can be cumbersome and unreliable for a number of reasons. The most important among these are;  i) the data reduction pipelines used are so complex that only a few individuals can understand, hence fully utilize them; ii) these pipelines are often poorly documented, making them unnecessarily opaque and difficult to debug; and iii) the software applications required to run the pipelines only work in suitably customized computing environments; operating system, library versions, and system settings. I will present Stimela, a scripting tool for radio interferometry (RI) data processing and synthesis that leverages container technology to circumvent the aforementioned challenges. The result is a simple,  system-agnostic, configurable, and portable framework that requires little effort to install while giving the user access to legacy as well as novel RI tools via a unified python interface."
"P11-146","Fabio Rossi","INAF","Numerical code generation from symbolic expressions in Python","An approach to numerical software development is presented, with the objective to leverage
 automatic symbolic expressions translation to universal functions of different numerical 
backends. SymPy is used to define the symbolic expressions while NumPy and CuPy are the currently
supported numerical backends. This allows the non-expert in GPU programming to easily exploit
GPU computational power for highly demanding numerical tasks, while having the chance to 
have the same formulas evaluated also on the CPU.
Our approach is demonstrated in the context of Optics related computations such
as Optical Propagation methods and Zernike modes covariance computation."
"P11-147","Maria Henar Sarmiento Carrión","ESAC Science Data Center (ESDC)","The technical challenges of implementing DOIs at the ESA Science Data Center (ESDC)","Scientific results from both observations and simulations require verification to be accepted by the scientific community. Therefore, scientists more and more enrich their papers by the data sets on which the results are based. As a matter of fact, American Geophysical Union journals (e.g. JGR) reject papers if the data are not made available to the referee.
 
The datasets are made available online via links, which only provide useful information if they adhere to the FAIR principle: Findable, Accessible, Interoperable and Reusable. Apart from that, the links need to be permanent which is often hard to achieve. A very common way for making these datasets available, is through Digital Object Identifiers (DOIs), which have been widely adopted by publishers and researchers. DOIs also are useful for data use tracking, which helps researchers secure grants and project extensions. 
 
A DOI actually is more than just a link between a publication and a dataset. They also contain a landing page making available metadata for the dataset. This metadata both describes the dataset and facilitates discovery via the Google Dataset Search engine. The Google Dataset Search engine was launched in late January 2020 and already indexes over 25 million datasets. This fast growing service may become the de-facto standard for searching for datasets and new datasets can be made discoverable by adding a JSON script in the DOI landing pages.
 
This presentation focuses on the technical aspects of the implementation of DOIs at the ESDC, the ESAC Science Data Center. The ESDC is in the process of generating DOIs for all space missions and a technical infrastructure is being created to ease the generation of DOIs both for future missions and publications. Given the great number of datasets involved, full automation of DOI generation, including landing pages, metadata and JSON scripts, is on its way at ESDC.     
 
Authors: M. H. Sarmiento, G. de Marchi, B. Merín, D. Baines, S. Besse, B. Martinez, A. Masson and D. Wenzel."
"P11-172","David Berry","East Asian Observatory, Hilo, HI.","STARLINK - the original and best","The  UK Starlink Software Collection (SSC), first initiated in 1980, is now maintained by the East Asian Observatory. This poster summarised recent developments in the SSC."
"P11-180","Dirk Muders","Max-Planck-Institute for Radioastronomy","APECS - The APEX Control System","APEX (Atacama Pathfinder EXperiment) is a 12m single dish submillimeter telescope at 5100m altitude near the ALMA site on the Chajnantor plateau in Chile. The APEX Control System (APECS) provides telescope control, instrument configuration, raw data acquisition and data calibration which is handling observing sequences (e.g. on/off) and instrumental or atmospheric corrections. It also implements automatic observation and device parameter logging. The user interface is based on Python and allows for efficient scripted observations.
Due to the generic interfaces, APECS has been able to accommodate all facility and PI instruments during the past 15 years. In recent time many improvements were made to handle the ever increasing data rates and volumes. New calibration schemes can cope with the very wide bandwidths of current and future instruments. APECS was also adapted to use the new wobbler and hexapod of the APEX-II upgrade.
Future developments will address porting the software to Python 3 and migrating the real-time computer to a modern platform."
"P11-188","Thomas Juerges","ASTRON","It is Tango time:  The M&C system for LOFAR2.0 stations","After ASTRON has gathered 10 years of experience with the LOFAR telescope's station M&C system, a reevaluation took place and it was decided that  the new hardware for LOFAR2.0 stations also warrants a new M&C system.

The foundation of the LOFAR2.0 station Monitor and Control system (M&C) will be the Tango Controls framework.  It allows for an object oriented software architecture which naturally leads to a hierarchical alignment of the software components.

The software will be developed in Python3 with the option to use C++11 where performance issues arise."
"P11-189","Yoko Okada","I. Physikalisches Institut, Universität zu Köln","Observing scripts in kosma_software used on GREAT/SOFIA: modularity, flexibility, efficiency","In this poster contribution, we would like to present the development of the observing scripts that are currently used in GREAT (German REceiver for Astronomy at Terahertz Frequencies) observations onboard SOFIA (Stratospheric Observatory for Infrared Astronomy), and has been used in SMART (SubMillimeter Array Receiver for Two Frequencies) observations on the NANTEN2 observatory. The scripts are part of the whole observing software, named kosma_software, which controls the communication to the telescope and the instrument backends for consistent operations. kosma_software has been developed since 25 years and its modularity allows it to be used in different observatories and instruments; KOSMA 3m telescope, SMART on NANTEN2, GREAT and FIFI-LS on SOFIA, and it is also planned to be used in the CHAI (CCAT-prime Heterodyne Array Instrument) observations on Fred Young Submillimeter Telescope. The observing scripts are the higher level bash scripts that create a sequence of commands in a fool-safe way and with a full flexibility to modify any parameter on spot. This is especially important in SOFIA observations which has a strict time constraint and the highest efficiency is demanded. We introduce general key features as well as SOFIA specific functions of the observing scripts."
"P11-196","Gabriele Riccio","National Centre of Nuclear Research - Warsaw","How reliable are galaxies physical parameters estimations for LSST main sequence sample?","The upcoming Large Survey of Space and Time (LSST), conducted by
Vera Rubin Observatory, will produce, over
a 10-year period, multi-petabyte archive of images and catalogs of astrophysical
sources on more than 18000 square degrees of the southern sky.
Reaching magnitude
depth of ∼26.5 (AB) in the six bands ugrizy, LSST data will be useful
to perform a wide variety of high precision statistical studies,
allowing to obtain
more accurate measurements of astrophysical quantities. I will present
studies based
on simulated LSST observations of real galaxies in the ELAIS-N1 and COSMOS
fields of the Herschel Extragalactic Legacy Project (HELP) survey.
Spectral Energy
Distributions (SEDs) were fitted to the real and simulated photometric
measurements
of 65,889 galaxies in the redshift range 0 < z < 2.5, using the latest release
of a galaxy SED fitting code CIGALE. We compare main galaxy physical parameters,
such as star formation rate (SFR), stellar mass and dust luminosity
obtained from
real data using ultraviolet and
infrared observations
to the same parameters obtained from the simulated optical LSST measurements only.
We conclude there is a possible overestimation of SFR, dust luminosity and
dust mass if they are calculated with LSST photometric measurements only.
This overestimation is found to depend on redshift, diminishing up to z = 2.5.
The least sensitive parameter is the stellar mass which was found to
be reliably estimated
even if based only on the optical bands."
"P11-197","Francesco Pistis","National Centre for Nuclear Research (NCBJ)","VIPERS: Fundamental Metallicity Relation and its projections. How observational bias affect their shape","Galaxy metallicity, a result of the integrated star formation history and evolution of the interstellar medium, is an important property describing the galaxy evolution. As such it has been widely studied in the local Universe with the data from the SDSS,
as well as its relations with galaxy stellar mass and SFR. The relation between these three galaxy physical properties, known as Fundamental Metallicity Relation (FMR), was shown not to undergo any significant evolution at least up to z~2. Despite that, different studies find some differences in 2D projections of this relation.
However, these studies are based on very different samples, with different data selection at different redshift ranges. In our work we aim at finding FMR evolution from z~0.6 to z~0, making use of the unprecedented statistics of the VIMOS Public Extragalactic Survey (VIPERS) and comparing it to the local SDSS sample. Having that goal in mind, we study the effect of different selection bias introduced into the SDSS sample on both the FMR and its 2D projections. We find significant differences occurring when different data selection, mimicking the selection of higher redshift samples, is applied. Then, we compare these results with the data from the VIPERS sample at z~0.6. We conclude that both FMR and its projection at z~0.6 to z~0 are not in agreement even when the data selection effects are carefully applied. This implies a small but statistically significant evolution of the FMR between z~0.6 to z~0 which needs to be taken into account in future studies."
"P11-199","Yuji Shirasaki","National Astronomical Observatory of Japan","JVO Subaru Suprime-Cam Mosaic Image Archive DR2","Suprime-Cam is a wide field imager attached to the Subaru Telescope,
which covers a 34'x27' field of view.
During its operation, which started in 2001 and ended in 2017, it
observed more than 1000 deg2 of the sky.
All the raw data are publicly available thorough the SMOKA system and the
mosaiced images are provided at the JVO system for a quick-look purpose,
both of which are operated by ADC/NAOJ.
We have reprocessed all the Suprime-Cam data by using the updated reduction
pipeline developed by JVO and replaced with the new dataset on the JVO Suprime-Cam archive.
Astrometric and photometric calibration were made by using Pan-STARRS1
DR2 catalog.
All the data are accessible through VO interfaces (SIA/TAP/HiPS).
We also redesigned and updated the GUI of the archive by utilizing
the functionality of Aladin-Lite.
We describe the measured quality of the processed data and the data
search system for this dataset."
"P11-203","Mahmoud","National Centre for Nuclear Research, ul. Pasteura 7, 02-093 Warszawa, Poland","Dust attenuation in ALMA-detected dusty star-forming galaxies in the COSMOS field","Despite its low contribution to the total mass of the interstellar medium (ISM), dust plays a crucial role in the stellar evolution and in the evolution of galaxies as a whole, and it has the biggest impact on the shape of their total emission. The affluence of infrared and radio detections of millions of galaxies in the COSMOS field, provided by powerful instruments such as Herschel and ALMA, has allowed us to study dust in galaxies and its variation over a wide range of redshift.
A key element in reproducing the total spectral energy distribution of galaxies, is assuming a dust attenuation law which accounts for the behaviour and the imprints of dust in the ISM. However, different studies have shown that a single law cannot fully model dust in a large sample of galaxies. This non-universality of attenuation laws should be considered in order to accurately account for dust, and therefore in deriving the physical properties of galaxies.
In this work, we study different attenuation laws in a statistical sample of ALMA-detected galaxies in the COSMOS field, and the resulting variation of key physical properties of these galaxies such as the star formation rate, the stellar mass and the dust to stellar mass ratio.
Furthermore, we investigate the dust morphology, as well as the environments of dusty star-forming galaxies, and discuss their effects on the total dust attenuation and the evolution of some of the important physical properties across the cosmic time."
"P11-208","Salvatore Savarese","INAF Osservatorio Astronomico di Capodimonte","An automated pipeline for the VST data log analysis","Every night the VST Telescope Control Software logs information about the telescope and instrument operations, executed commands, failures, weather conditions and anything relevant for the instrument maintenance and the identification of problem sources. All this information is recorded in text files and stored in a large archive. Individual files are often examined by the observatory personnel for specific issues and for solving well identified problems raised during the night, in the framework of dedicated and focused efforts. Thus, only a minimal part of the information is useful for this kind of daily maintenance.
Nevertheless, the analysis of the archived information collected over a long time span can be exploited to reveal useful trends and statistics about the telescope, which would otherwise be overlooked. Given the large size of the archive, a manual inspection and handling of the logs is cumbersome. An automated tool with an adequate user interface has been developed to scrape specific entries within the log files, process the data and display it in a comprehensible way. This pipeline has been used to scan the information collected over 5 years of telescope activity."
"P1-121","Alessandro Costa","INAF Catania Astrophysical Observatory","The architectural design for the logging, monitoring and alarm systems for the ASTRI mini-array","The ASTRI (Astrofisica con Specchi a Tecnologia Replicante) Mini-Array project is a wide international effort led by the Italian National Institute for Astrophysics to build and operate an array of nine ASTRI telescopes*.  The Mini-Array is  sensitive in the energy range 1-200 TeV with an angular resolution of a few arcmin and will be operated as an instrument dedicated to very high-energy gamma ray astrophysics.
Large volumes of monitoring  and logging data result from the operation of such a  large scale astrophysical infrastructure. In the last few years several “Big Data” technologies have been developed to deal with a huge amount of data especially in the Internet of Things (IoT) framework.
We present the logging, monitoring and alarm system architecture for the ASTRI Mini-Array in order to improve the operations of the telescope facility. A prototype was designed and built employing the latest software tools and concepts coming from Big Data and Internet of Things and a particular emphasis has been given to meet quality requirements such as performance, scalability and availability."
"P11-211","Graham Bell","East Asian Observatory","Five years of the new 'Hedwig' proposal system at the JCMT","'Hedwig' is an observing proposal handling system developed by the East Asian Observatory for use at the JCMT.  It has been used successfully for the last 5 years. The system is open source and designed to be easy to customize for use at other telescopes.  For flexibility, semesters, submission queues and calls for proposals are all defined via the web interface.  Time-consuming tasks (e.g. processing uploads and looking up publication references) are performed in the background to keep the web interface running smoothly even during busy times.

The system includes a number of integrated tools to assist with proposal preparation and review.  These include integration time calculators for SCUBA-2 and JCMT's heterodyne instruments, a 'clash' tool to compare target positions to large programs or archival data, and a target availability tool to check that objects are suitable for a given semester.

It is loosely integrated with the JCMT's Observation Management Project (OMP).  Project definitions are automatically created for accepted proposals and Hedwig provides an OAuth2 service to allow users to log in with a single account.  The sky coverage of archival data is fed back to the proposal system in MOC format."
"P11-214","Kuo-Song Wang","ASIAA","Efficient image visualization with CARTA - introduction and development update","CARTA, Cube Analysis and Rendering Tool for Astronomy, is a new generation of image viewer for visualizing large images from telescopes such as ALMA, VLA, MeerKAT, and ASKAP. The core design philosophy is to ensure scalability for the future telescopes and to provide best user experience. In this poster presentation, we update the community with the development progress since ADASS XXIX. The latest release is v1.4 (September 2020) which includes a number of practical functions and tools for common use cases. More information can be found in the CARTA homepage (https://cartavis.github.io)."
"P11-220","Yohei Hayashi","NAOJ","Automated system to generate calibrated MeasurementSet in East Asian ALMA Regional Center","We have developed a sophisticated system that automatically generates calibrated ALMA observation data called “calibrated MeasurementSet” (MS) by simply inputting the unique identifier of the dataset. 

The ALMA Science Archive (almascience.org) serves users with raw observation data, pipeline or manually reduced products including FITS images of science targets, and scripts to restore calibrated MS which is required to create FITS images. Users should execute the script by themselves on their own computers to obtain calibrated MS, since they are not served by the Science Archive. With our new system, users only have to specify the data set and run a command on the provided platform, and the data is ready to go. There is no need to download the data to restore calibrated MS, nor to prepare their own environment for it.

The script requires the same data reduction software (CASA: Common Astronomy Software Applications) including its version with which the product was created. Since there is a strong dependency between the versions of CASA and the operating system (OS), the end of life (EoL) of a certain OS could prevent the users from restoring the MS for ALMA. RedHat Enterprise Linux 6 and equivalents are planned to end their lives in November 2020, which may risk the users who need to restore the data processed with a certain version of CASA with this OS. To overcome this problem, series of CASA distributions tied to shortly obsolete OS are containerized using Docker technology to make them work on more recent versions of OS. As long as the Linux kernel remains backward compatible in the future, the container can be made to work. Keeping the software in a condition to work in the future, it is important to ensure the reproducibility of archived products in the future.

Since April 2020, for the dataset being reduced with previous versions of CASA, East-Asian ALMA Regional Center (EA-ARC) is starting a service to generate and provide the calibrated MS files upon the request from users of ALMA. The system has recently been deployed in EA-ARC to facilitate their operation. Users of ALMA have the benefit of this system through the service provided by EA-ARC."
