paper_id,name,answer,title,abstract
O7-005,Simon Ratcliffe,Tsolo Storage Systems,Unconstrained storage - petascale at terascale prices.,"This talk will highlight the benefits of technology development as part of the construction of next generation radio telescopes. In particular, we will discuss a new self-managed petascale cloud storage offering, that will provide cross-subsidised storage to the local scientific community in general, and radio astronomy in particular.
The confluence of new techniques, massive data demands, and cutting edge open-source technologies combine to deliver previously unobtainable pricepoints."
O1-007,Frederick Dauphin,Space Telescope Science Institute,WFC3 IR Blob Classification with Machine Learning,"IR blobs are small, circular, dark artifacts in the Hubble Space Telescope's WFC3 IR images caused by particulates that are occasionally deposited onto a flat mirror that is nearly optically conjugate to the IR detector. Machine learning can potentially reduce the effort currently devoted to visually inspecting blobs. We describe how machine learning (ML) techniques have been implemented to develop software that will automatically find new IR blobs and notify the WFC3 Quicklook team. This report describes the data preparation, development of the ML model, and criteria for success. The results of our latest test cases demonstrate that the model finds blobs reliably, with the model correctly classifying blob and non-blob images 94% and 88% of the time, respectively. We also report tips and lessons learned from our experience in machine learning as a result of this project."
X3-002,Mattias Wångblad,Winterway for European Space Agency (ESA),Visualising archives by embedding ESASky,"The European archive for the Webb Space Telescope (eJWST) has 
integrated ESASky in its GUI to provide users an alternative way of exploring the contents of the archive in a more visual way. For example selecting specific instruments and exposure types, zooming in at the location of coverage maps (MOCs) to visualise the footprints of the available observations for a given instrument in a location of the sky. At the same time users of the archive can take advantage of all the ESASky features, combining JWST metadata with that from other missions available in ESASky, an important factor considering that research using multi-wavelength and multi-mission data is rising.

All of this is possible through the updated ESASky API which allows the ESA astronomy archives to embed ESASky, customising
their GUIs to it the needs from the archives to overlay metadata, MOCs (Multi-order coverage maps) and HiPS (Hierarchical Progressive Surveys ), and to control navigation around the sky. Several archives at ESAC are expected to use this API in the coming years and further improvements are foreseen. In this talk we will show how ESASky is embedded in the eJWST archive, illustrating the interactions between ESASky and the ESA archives. In addition, we will show how straightforward it is for a user to use the ESASky API to visualise their own set of HiPS and metadata."
X3-003,Henrik Norman,Winter Way,News from ESASky,"ESASky offers astronomers an easy and interactive way to access high-quality scientific data from gamma rays to radio wavelengths. It is continuously evolving with new features and new data. In this talk I will present the latest additions, which among other things includes lightcurves from the ESA's CHaracterising ExOPlanet Satellite (CHEOPS). This is the first mission dedicated to studying bright, nearby stars that are already known to host exoplanets, in order to make high-precision observations of the planet's size as it passes in front of its host star.

We are also introducing ESASky Legacy, which serves the community a complete, self-standing catalogue collection of the ESA mission Hipparcos, providing a single unified method of accessing all Hipparcos/Tycho data products and their successors. 

Additionally, the ESASky astroquery module now gives you easy access to every single image of solar system objects of your choice. Just write the name of your favourite SSO and watch as you get direct python access to all targeted and serendipitous observations of that object. This is all possible thanks to the crossmatch pipeline developed by the ESASky team, which crossmatches the SSO orbits against the entire mission archives to find the observations where the SSO fell within the imaging instrument's field of view during the time the images were being taken."
O7-008,Nima Sedaghat,ESO,The unvierse speaks for itself: from unsupervised physics to semantic source separation,"Machine learning has been widely applied to clearly defined problems of astronomy and astrophysics. However, deep learning and its conceptual differences to classical machine learning have been largely overlooked in these fields. The broad hypothesis behind our work is that letting the abundant real astrophysical data speak for itself, with minimal supervision and no labels, can reveal interesting patterns which may facilitate discovery of novel physical relationships. 
We train an encoder-decoder architecture on the self-supervised auxiliary task of reconstruction to allow it to learn general representations without bias towards any specific task. By exerting weak disentanglement at the information bottleneck of the network, we implicitly enforce interpretability in the learned features. 
So far we have achieved interesting results in two avenues: firstly, our ""AstroMachines"" have learned to infer physical parameters such as radial velocity and effective temperature, just by watching a large number of stellar spectra and without being asked to do so. Secondly and more recently, we have observed semantic source separation abilities in the same architecture, and have reinforced it to ""randomize out"" telluric lines in stellar spectra, again in a non-supervised fashion."
D1-001,Nima Sedaghat,ESO,"RETR-SPECT: A semantic RETRieval engine for SPECtra, to seek similarities in the deeply encoded space","RETR-SPECT is a semantic retrieval (/search) engine based on self-supervised deep learning. Similarities are sought in the latent feature space of a semi-factorized VAE, as opposed to naive comparison of flux values in the initial raw space."
X0-008,Marco Lam,Tel Aviv University,An update on the RANSAC-assisted Spectral CALibration,"We report on version 0.3.0 of RASCAL (RANSAC-assisted Spectral CALibration). RASCAL is an automated wavelength calibration tool for astronomical spectrographs. The goal of the project is to allow users to calibrate arbitrary spectra with minimal user input, for example with only a reference arc line list and coarse prior information about the instrument. This most recent version of rascal offers significant improvements in calibration stability and user experience. RASCAL has been tested on a variety of instruments officially and unofficially, including SPRAT on the Liverpool Telescope, ISIS on the William Herschel Telescope, IDS on the Issac Newton Telescope, GMOS (long-slit mode) on the Gemini 8.1m Telescope, FLOYDS on the Faulkes Telescope North and South etc. It is also being integrated into the ASPIRED pipeline builder."
O7-001,Christopher ZAPART,National Astronomical Observatory of Japan,Julia meets BIG DATA: JVO experience with distributed computing,"Each year the size of FITS data cubes coming out from various telescopes keeps rising. At present the largest publicly-available FITS file handled by the Japanese Virtual Observatory (JVO) is about 350GB, which is putting an enormous strain on the existing hardware infrastructure. We anticipate ALMA FITS files to break through 1TB in the near future.

A simple solution to handling such large file sizes is to keep buying a more powerful server each year. However, in a budget-constrained astronomy data centre the reasonable alternative is to try distributed computing using commodity cluster computing. To this end, in order to keep up with the ever-rising file sizes the JVO development team has been experimenting with various forms of distributed computing using several commodity desktop computers networked via 10Gbps Ethernet. As part of a search for the most convenient and performant distributed computing paradigm, since late 2018 we have gone through three programming language changes: from Rust to C/C++17, then a hybrid CoArray Fortran 2018 augmented by pure C, finally to settle for Julia due to its superior asynchronous distributed computing capabilities.

The talk discusses in detail the rationale behind such drastic programming language changes as well as showcases the latest cluster edition (still under development) of FITSWebQL v5, code-named FITSWEBQL SE (Supercomputer Edition). The purpose of the JVO FITSWebQL software is to provide an interactive preview of FITS files via a web browser, without a need to download the underlying FITS files. The latest Julia FITSWEBQLSE makes it possible to preview interactively (in near real-time) over 350GB-large FITS files from the comfort of a web browser."
O3-005,Ivan Katkov,New York University Abu Dhabi,Fast interactive web-based data visualizer of panoramic spectroscopic surveys,"Panoramic IFU spectroscopy is a core tool of modern observational astronomy and is especially important for galaxy physics. Many massive IFU surveys, such as SDSS MaNGA (10k targets), SAMI (3k targets), Califa (600 objects), Atlas3D (260 objects) have recently been released and made publicly available to the broad astronomical community. The complexity and massiveness of the derived data products from spectral cubes makes visualization of the entire dataset challenging, but nevertheless very important and crucial for scientific output.

Based on our past experience with visualization of spectral and imaging data built in the frame of the VOxAstro Initiative projects, we are now developing online web service for interactive visualizing spectroscopic IFU datasets. Our service provides convenient access and visualization tool for spectral cubes from the publicly available surveys (MaNGA, SAMI, Califa, Atlas3D) and results of their modeling, as well as maps of parameters derived from the cubes, implementing the connected views concept. Here we will describe the core components and functionality of the service, including an API implementation that combines REST API and GraphQL endpoints on top of Django+Postgres backend as well as a fast and responsive user interface built using the modern Vue.js-based framework Quasar."
D0-001,G. Bruce Berriman,Caltech/IPAC-NExScI,Astronomical Image Processing at Scale With Pegasus and Montage.,"Image processing at scale is a powerful tool for creating new datasets and integrating them with existing data sets, and performing analysis and quality assurance investigations. Workflow managers offer advantages in this type of processing, which involve multiple data access and processing steps. Generally, they enable automation of the workflow by locating data and resources, recovery from failures, and monitoring of performance, We demonstrate in this focus demo the use of the Python API of the Pegasus Workflow Manager (https://pegasus.isi.edu/) to manage processing of images to create mosaics with the Montage Image Mosaic engine (http://montage.ipac.caltech.edu). Since 2001, Pegasus has been developed and maintained at ISI, USC. Montage was in fact one of the first applications used to design Pegasus and optimize its performance. Pegasus has since found application in many areas of science. LIGO exploited it in making discoveries of black holes (https://pegasus.isi.edu/application-showcase/ligo/) . The Vera Rubin Observatory used it to compare the cost and performance of processing images on cloud platforms (https://pegasus.isi.edu/2021/03/17/astronomical-image-processing-in-the-cloud/). While these are examples of projects at large scale, investigations on local clusters of machines by small team can benefit from Pegasus as well. We describe how astronomers can use the Pegasus Python API to plan and execute workflows to create visualizations of the sky that comply with the Hierarchical Progressive Survey (HiPS) standards, on local and on cloud platforms."
X4-004,G. Bruce Berriman,Caltech/IPAC-NExScI,The International Virtual Observatory in 2021,"The International Virtual Observatory Alliance (IVOA) develops the technical standards needed for seamless discovery of and access to astronomy data worldwide, with the goal of realizing the Virtual Observatory (VO). Founded in 2002, the IVOA was an early advocate of what are now known as Findable, Accessible, Interoperable and Reusable (FAIR) principles. There are 22 member organizations, and astronomical communities from other nations have shown interest in joining the IVOA. This paper describes the activities of the IVOA in 2021; summarizes the activities at the May and November 2021 virtual ""interoperability meetings""; describes the impact of IVOA activities on the astronomy community; and discusses its prospects for 2022 and beyond."
O3-001,Tim Hostetler,"Harvard-Smithsonian Center for Astrophysics, 60 Garden Street, Cambridge, MA 02138, USA",Web accessibility trends and implementation in dynamic web applications,"The NASA Astrophysics Data System (ADS), a critical research tool, strives to provide the most accessible and inclusive environment for the analysis and exploration of the astronomical literature. Part of this goal involves creating a digital platform that can accommodate all people, including those with disabilities that would benefit from alternative ways to present the information provided by the website. NASA ADS follows the official Web Content Accessibility Guidelines (WCAG) standard for ensuring accessibility of all its applications, striving to exceed this standard where possible. Through the use of both internal audits and external expert review based on these guidelines, we have identified many areas for improving accessibility in our current web application, and have implemented a number of updates to the UI as a result of this. We present an overview of some current web accessibility trends, discuss our experience incorporating these trends in our web application, and discuss the lessons learned and recommendations for future projects."
O7-007,Jonathan Kenyon,Rhodes University/SARAO,QuartiCal - embarassingly parallel calibration using Numba and Dask,"We live in the era of Big Data. Where once it was a looming threat, a problem for our future selves, it is now very much upon us. Existing radio interferometers, such as the MeerKAT and LOFAR, already produce unprecedented quantities of visibility data, and even they will soon be dwarfed by the planned SKA and ngVLA. Despite the modernity of these instruments, they will still require extensive calibration in order to correct various science-limiting effects. Thus calibration is and will remain an integral part of radio interferometric data reduction. This has motivated the development of QuartiCal, a Python application that leverages a couple of contemporary packages to make calibration scalable, distributable and fast. The first such package is Dask, a library for parallel and distributed computing with Python. It provides parallel, Big Data collections that extend familiar interfaces (e.g. NumPy, Pandas). Using these collections, it is possible to construct task graphs that can be understood by Dask’s dynamic task schedulers. This allows appropriately written code to scale from executing locally on a laptop to remotely on a compute cluster. The second package of interest is a Numba. Numba is a just-in-time compiler for a subset of Python/NumPy that can provide C-like speed without forfeiting the expressiveness and dynamism of Python. It has been used to extensively optimize the computationally demanding components of the calibration algorithms. QuartiCal convincingly outperforms its predecessor, CubiCal, in terms of both wall time and memory footprint. Finally, in testing QuartiCal, we have found that the Measurement Set (backed by the Casacore Table Data System) can limit parallel performance."
D3-003,Ricky O'Steen,Space Telescope Science Institute,Jdaviz: An interactive visual data analysis tool for JWST in the Jupyter platform,"Jdaviz is a package of astronomical data analysis visualization tools based on the Jupyter platform. These GUI-based tools link data visualization and interactive analysis. They are designed to work within a Jupyter notebook cell, as a standalone desktop application, or as embedded windows within a website – all with nearly-identical user interfaces. Jdaviz has been designed specifically to support JWST use cases, but can be used for a wide range of astronomical data.

This demo will explain the technology stack underlying Jdaviz that works to connect the front-end interactive application with the astropy-based analysis suite on the back-end, including Glue, glue-jupyter, glue-astronomy, ipyveutify, and bqplot. I will give brief demonstrations of the tools available for analyzing data cubes, single- and multi-object spectroscopy, and images."
O3-003,Brent Miszalski,"Australian Astronomical Optics, Macquarie University",Data Central’s Data Aggregation Service,"Astronomical data are now accessible from a wide variety of online services. Astronomers can access many of these services programmatically (e.g. from Python) to unlock powerful new research outcomes. Aggregating heterogeneous observational data for one or several targets is a common task performed by astronomers that benefits substantially from the growing ecosystem of online services. We introduce Data Central's Data Aggregation Service (DAS), an interactive web application that leverages Aladin Lite to display images and catalogues resulting from multiple online service queries of a given target. The DAS is a high-performance technology demonstrator for modern asynchronous Python that enables fast, simultaneous execution of queries. Query results may also be directed to a Pipeline As a Web Service (PAWS), whereby a data reduction pipeline is executed in the background and the results displayed upon completion. Examples include on-demand mosaic production for the SkyMapper Southern Sky Survey and archival ESO FORS2 and Gemini GMOS images. We conclude with an overview of future plans, focusing on user customisation of DAS and adapting DAS to cater for large target catalogues. We anticipate that services like DAS will play an essential role in simplifying access to the massive data volumes expected from next generation facilities."
O1-004,Samorodova Ekaterina,Lomonosov Moscow State University,Astronomical Data Approximation Based on Neural Network Models,"Modern astronomical telescopes observe millions of transients every night. Light curves of these objects help to deduce their physical and phenomenological properties. A light curve is a flux time series measured in one or several photometric passbands. Each passband might have a different number of observations and various time gaps between them, thus complicating further analysis. To overcome these difficulties, we propose new methods for light curve approximation based on neural network models. 

In this study, we use The Photometric LSST Astronomical Time Series Classification Challenge (PLAsTiCC) dataset. We apply shallow neural networks, bayesian neural networks, and normalizing flows to approximate observations for a single object and facilitate analysis of the light curves. We show that the approximation quality of the proposed methods significantly outperform the existing approaches based on gaussian processes. We also perform two physical analyses: supernovae type Ia classification and intensity peak estimation. For both these problems, convolutional neural networks are trained on approximated light curves. The results show that the proposed methods help to improve the quality of supernovae type identification and increase the accuracy of the intensity peak estimation compared with the gaussian processes model."
X0-001,Hubert Degaudenzi,,EleFits: A modern C++ API on top of CFITSIO,"EleFits is a new C++ package to read and write FITS files which focuses on (1) safety, (2) user-friendliness, and (3) performance.
This paper presents the development rationale, examples, and comparisons to the available alternatives: CFITSIO, CCfits, SFITSIO, and AFW.
(1) Safety first:
To our knowledge, EleFits is the only option which features a fully consistent and optimal internal type management system.
Nevertheless, the API is templated and agnostic of the underlying architecture, which makes usage straightforward.
(2) As for ease of use, EleFits is shown to be more compact and to involve less parameters than its alternatives, which makes it both simpler and less error-prone.
Most of the basic services of CFITSIO have been implemented already, and more advanced ones are being added regularly.
Furthermore, EleFits provides exclusive features like HDU selectors and automatic buffering of binary tables.
(3) To maximize performance, EleFits is built as a CFITSIO wrapper as thin as possible.
A benchmark was developed to compare I/O times, with CFITSIO as the reference.
While the two libraries are generally equivalent, optimizations implemented internally make EleFits even faster in some classical cases, unless the CFITSIO user spends considerable development efforts.
The package is used since years internally to the Euclid ground segment and is being open-sourced."
O1-003,Guido Cupani,INAF–Osservatorio Astronomico di Trieste,Advanced Data Analysis for Observational Cosmology: applications to the study of the Intergalactic Medium,"The analysis of absorption features along the line of sight to distant sources is an invaluable tool for observational cosmology, giving a direct insight into the physical and chemical state of the inter- and circumgalactic medium, which can be used to constrain both the cosmic evolution (abundance of primordial elements, reionization, etc.) and fundamental physics (dark matter, variability of constants, general relativity, etc.). Such endeavour entails two basic requirements: the accessibility of bright QSOs as background beacons, to be observed with current and future earth-based facilities (e.g. the ESO VLT and ELT), and the availability of software resources to properly analyze the data, extracting the relevant information in a reliable and reproducible way. In this talk, we will present the latest results we obtained in both direction within the QUBRICS project (QUasars as BRIght beacons for Cosmology in the Southern hemisphere). We will describe how machine learning techniques (canonical component analysis, probabilistic random forest) were applied to detect hundreds of previously unknown QSOs in the southern hemisphere, and how state-of-the art software like QSFit and Astrocook was integrated in the analysis of the targets, opening up new possibilities for the next era of intergalactic medium observations."
O7-003,jsalgado,SKAO,Designing the SKA Regional Centre Network,"The construction of the world's largest radio telescope, the SKA, has been approved and begins this year. In order to cope with the huge amount of data expected, an international network of SKA Regional Centres (SRC), the SRCNet, is being defined and developed. The SRCs will be receiving and managing hundreds of petabytes of data from the SKA Observatory (SKAO), providing the infrastructure, tools and user support necessary to enable science with the SKA data. The SRC community and SKAO have engaged in a challenge to design a globally distributed system SRCNet that will equip scientists worldwide with the necessary means for easy access to the globally distributed data and compute infrastructure and to provide remote data analysis tools using the SaaS approach. The SKA data flow from the generation to the SRCs and data exploitation represent the biggest challenge on astronomical data handling of the era. We will present an overview of the system architecture design of SRCNet that has been prepared for the global prototyping effort that begins in 2022. We will also discuss the distributed development framework that we intend to use during the prototyping effort."
O3-004,Venustiano Soancatl Aguilar,University of Groningen,A Tool to Explore Astronomical Databases and Transform Data into Planetarium Formats,"The Virtual Observatory can provide a valuable source of material
 for presentations in digital planetaria. However, as discussed in a
 previous paper, importing data from the Virtual Observatory can be a
 time consuming process. Data must be downloaded manually from a web
 portal or programatically by using an API (Application Program
 Interface). The data must then be transformed into one of the
 formats used in digital planetaria: this can be done by ad-hoc
 scripts, but writing them takes time and is prone to error. The
 Data2Dome consortium, provides an excellent source of data for
 digital planetaria, but does not provide a tool to access archival
 catalogues in a flexible way. Here we present a tool that can
 accelerate the transformation of astronomical data into formats that
 can be used by systems commonly used in digital planetaria. The tool
 consist of a graphical user interface that gives the ability to
 explore and query a range of different astronomical databases, such
 as KiDS, GAIA and SDSS. It can store queries in a database, and
 transform the data into appropriate planetarium formats. Prototypes
 of this tool have been used to prepare data for use in presentations
 in the Dot Live Planetarium in Groningen. It has been shown to be a
 convenient method of preparing presentations by professional
 astronomers on specialist subjects."
O7-003,Slava Kitaeff,,Designing the SKA Regional Centre Network,"The construction of the world's largest radio telescope, the SKA, has been approved and begins this year. In order to cope with the huge amount of data expected, an international network of SKA Regional Centres (SRC), the SRCNet, is being defined and developed. The SRCs will be receiving and managing hundreds of petabytes of data from the SKA Observatory (SKAO), providing the infrastructure, tools and user support necessary to enable science with the SKA data. The SRC community and SKAO have engaged in a challenge to design a globally distributed system SRCNet that will equip scientists worldwide with the necessary means for easy access to the globally distributed data and compute infrastructure and to provide remote data analysis tools using the SaaS approach. The SKA data flow from the generation to the SRCs and data exploitation represent the biggest challenge on astronomical data handling of the era. We will present an overview of the system architecture design of SRCNet that has been prepared for the global prototyping effort that begins in 2022. We will also discuss the distributed development framework that we intend to use during the prototyping effort."
O3-008,Maria Arevalo Sanchez,RHEA Group for ESA,Grand opening of the European JWST Archive at the ESAC Science Data Centre,"The James Webb Space Telescope (JWST) is the next major space science observatory and will complement and extend the discoveries that the Hubble Space Telescope (HST) has made so far. NASA, the European Space Agency (ESA) and the Canadian Space Agency (CSA) have participated together in the design, construction and operations definition of this great space observatory that will allow astronomers to understand the Early Universe, evolution of galaxies over the time, the stellar life cycle and the properties of both Solar System and extrasolar planets, including the search for the building blocks of life. Providing astronomers with an easy access to observations that will lead to such a set of top-level discoveries requires a robust and user friendly access.

The ESAC Science Data Centre (ESDC) has been in charge of providing a European JWST Archive (eJWST) predominantly aimed at the European scientific community but open to all scientists around the world. Within the established partnership of NASA, ESA and CSA, we are making use of common procedures and tools in order to synchronise JWST metadata and data contents mirror of the Mikulski Archive for Space Telescopes (MAST) JWST archive at the Space Telescope Science Institute (STScI). The ESDC has developed a carefully designed graphical user interface plus several backend services based on Virtual Observatory (VO) protocols to access both private (data stored at STScI) and public observations (data also stored at ESDC).

We will describe the graphical user interface and the integration of ESASky to allow users to put JWST observations data and metadata in the context of multi-wavelength science , and several viewers developed for quick exploration of data cubes and images. Being a fully Table Access Protocol (TAP) based archive, the eJWST Archive provides also several means to accelerate science by providing users access with dedicated python modules in packages such as an eJWST-specific Astroquery module and searches based on the ADQL query language."
X1-004,Miguel Flores R.,Universidad de Guadalajara,Stellar Spectra Models Classification and Parameter Estimation Using Machine Learning Algorithms,"The growth of sky surveys and the large amount of stellar spectra in the current databases, has generated the necessity of developing new methods to estimate stellar parameters, a fundamental task on stellar research. In this work, we present a comparison of different machine learning algorithms, used for the classification of stellar synthetic spectra and the estimation of fundamental stellar parameters including temperature, luminosity, surface gravity, mass, and rotational velocity. For both tasks, we established a group of supervised learning models, and propose a database of measurements with the same structure to train the algorithms. These data include equivalent-width measurements over noisy synthetic spectra in order to replicate the natural noise on a real observed spectrum. Different levels of signal to noise ratio are considered for this analysis."
X3-004,Javier Espinosa Aranda,ESA - ESAC / RHEA for ESA,Design and Development of Modern Science Archives at the ESAC Science Data Centre,"The key objectives of the ESAC Science Data Centre (ESDC) are the long term preservation of the data from a wide variety of missions and the provision of access to scientists all around the world through different entry points such as web applications, command-line interfaces, Astroquery modules and Jupyter notebooks. These tasks require the design of cost-effective solutions based on, where possible, the homogenization of technologies across Science Archives, with the intention of increasing the maintainability amongst the team of software engineers and the development of common modules across projects. Also, with the aim of promoting reusability across shared components between missions and facilitating their integration and the implementation of common interface guidelines while always balancing this against state-of-the-art frameworks to achieve the maximum performance when processing huge datasets and, as trends in society require supporting cross-platform availability such as laptops and mobile phones.

This paper gives a quick overview of the different UI frameworks that have been used at ESDC over the years, as an introduction that will lead us to a new platform using Angular that is currently being applied in some Science Archives such as the Human and Robotic Exploration Data Archive, the Integral Science Legacy Archive, the Solar and Heliospheric Observatory Science Archive and even the European Hubble Space Telescope Archive. The criteria for choosing this Javascript framework by ESDC software engineers will be described with a focus on modernity, responsiveness, maintainability, flexibility, testing and reusability. In addition to this, some new projects will be presented, showing examples of the common L&F and practices agreed across missions to provide easy and intuitive access to users and the creation and integration of custom modules, including full ESASky integration, image viewers and data cube visualizers that have been developed in the context of one mission but are currently reused by several of these Science Archives."
X9-002,Yan Grange,ASTRON,"Astronomical data organization, management and access in Scientific Data Lakes","The data volume coming out of telescopes is constantly increasing. Often the archive of astronomical data is stored over a distributed storage infrastructure, provided by independent compute centres. Such a data archive of distributed nature requires an overarching data management orchestration structure composed by tools able to handle data storage and cataloguing, steering data transfers and integrate different storage systems and protocols, while maintaining a common authorisation and authentication layer and being aware of data locality and data policies. This data management infrastructure, which we will refer to as the Data Lake, hides the inherent complexity and is perceived as a single entity, providing transparent access to end users wanting to obtain data from the archive.

Particle physics is another domain that has been in need of complex, distributed data management systems. The experiments at the LHC accelerator at CERN generate hundreds of petabytes of data per year, this data is distributed to partner sites and users globally using national compute facilities. Several tools were developed to address these distributed computing challenges in the context of WLCG (Worldwide LHC Computing Grid). The work being carried out in the ESCAPE project and in the Data Infrastructure for Open Science (DIOS) work package is to prototype a Data Lake harnessing different physics scientific disciplines addressing FAIR standards and Open Data approaches. In this work we will present how the Data Lake prototype is applied to address astronomical data use cases. We will introduce the software stack and the experiments we execute, discuss the differences between the domains and show some preliminary results of the evaluation."
O1-004,Konstantin Malanchev,,Astronomical Data Approximation Based on Neural Network Models,"Modern astronomical telescopes observe millions of transients every night. Light curves of these objects help to deduce their physical and phenomenological properties. A light curve is a flux time series measured in one or several photometric passbands. Each passband might have a different number of observations and various time gaps between them, thus complicating further analysis. To overcome these difficulties, we propose new methods for light curve approximation based on neural network models. 

In this study, we use The Photometric LSST Astronomical Time Series Classification Challenge (PLAsTiCC) dataset. We apply shallow neural networks, bayesian neural networks, and normalizing flows to approximate observations for a single object and facilitate analysis of the light curves. We show that the approximation quality of the proposed methods significantly outperform the existing approaches based on gaussian processes. We also perform two physical analyses: supernovae type Ia classification and intensity peak estimation. For both these problems, convolutional neural networks are trained on approximated light curves. The results show that the proposed methods help to improve the quality of supernovae type identification and increase the accuracy of the intensity peak estimation compared with the gaussian processes model."
O4-001,Marco Molinaro,INAF,Supporting FAIR principles in the Astrophysics Community - the European experience,"FAIR principles have “the intent” to “act as a guideline for those wishing to enhance the reusability of their data holdings” and “put specific emphasis on enhancing the ability of machines to automatically find and use the data, in addition to supporting its reuse by individuals”.
Interoperability, one core of these principles, especially when dealing with automated systems’ ability to interface with each other, requires open standards to avoid restrictions that negatively impact the user's experience.
Open-ness of standards is best supported when the governance itself is open and includes a wide range of community participation.
In this contribution we report our experience with the FAIR principles, interoperable systems and open governance in astrophysics. We report on activities that have matured within the EU H2020 ESCAPE project, CEVO work package, with a focus on interfacing the EOSC architecture and Interoperability Framework and including additional experience from other EU funded projects dealing with data holdings in the general domain of astrophysics (and specifically the Virtual Observatory framework).
We will touch on our understanding of the above concepts related to research results value, metrics and data quality, community and governance, cross-domain interaction and in-domain metadata enrichment towards machine actionability."
X0-001,Manuel Grizonnet,CNES,EleFits: A modern C++ API on top of CFITSIO,"EleFits is a new C++ package to read and write FITS files which focuses on (1) safety, (2) user-friendliness, and (3) performance.
This paper presents the development rationale, examples, and comparisons to the available alternatives: CFITSIO, CCfits, SFITSIO, and AFW.
(1) Safety first:
To our knowledge, EleFits is the only option which features a fully consistent and optimal internal type management system.
Nevertheless, the API is templated and agnostic of the underlying architecture, which makes usage straightforward.
(2) As for ease of use, EleFits is shown to be more compact and to involve less parameters than its alternatives, which makes it both simpler and less error-prone.
Most of the basic services of CFITSIO have been implemented already, and more advanced ones are being added regularly.
Furthermore, EleFits provides exclusive features like HDU selectors and automatic buffering of binary tables.
(3) To maximize performance, EleFits is built as a CFITSIO wrapper as thin as possible.
A benchmark was developed to compare I/O times, with CFITSIO as the reference.
While the two libraries are generally equivalent, optimizations implemented internally make EleFits even faster in some classical cases, unless the CFITSIO user spends considerable development efforts.
The package is used since years internally to the Euclid ground segment and is being open-sourced."
O5-001,Fran Jiménez-Esteban,CAB (INTA-CSIC),European Virtual Observatory Schools,"The European Virtual Observatory (Euro-VO; https://www.euro-vo.org/) initiative organises regular VO schools since 2008. The goals are twofold: on the one hand, to expose early-career European astronomers to the variety of currently available VO tools and services so that they can use them efficiently for their own research and, on the other hand, to gather their feedback on the VO tools and services and the school itself. During the schools, VO experts guide participants on the usage of the tools through a series of predefined real science cases, an activity that took most of the allocated time. Participants also have the opportunity to develop their own science cases under the guidance of VO tutors. These schools have demonstrated to be very useful for students, since they declare to regularly use the VO tools in their research afterwards, and for us, since we have first hand information about the user needs. In this talk, I will introduce our VO schools, explain the approach we follow, and present the training materials that we have developed along the years."
D0-001,Ewa Deelman,,Astronomical Image Processing at Scale With Pegasus and Montage.,"Image processing at scale is a powerful tool for creating new datasets and integrating them with existing data sets, and performing analysis and quality assurance investigations. Workflow managers offer advantages in this type of processing, which involve multiple data access and processing steps. Generally, they enable automation of the workflow by locating data and resources, recovery from failures, and monitoring of performance, We demonstrate in this focus demo the use of the Python API of the Pegasus Workflow Manager (https://pegasus.isi.edu/) to manage processing of images to create mosaics with the Montage Image Mosaic engine (http://montage.ipac.caltech.edu). Since 2001, Pegasus has been developed and maintained at ISI, USC. Montage was in fact one of the first applications used to design Pegasus and optimize its performance. Pegasus has since found application in many areas of science. LIGO exploited it in making discoveries of black holes (https://pegasus.isi.edu/application-showcase/ligo/) . The Vera Rubin Observatory used it to compare the cost and performance of processing images on cloud platforms (https://pegasus.isi.edu/2021/03/17/astronomical-image-processing-in-the-cloud/). While these are examples of projects at large scale, investigations on local clusters of machines by small team can benefit from Pegasus as well. We describe how astronomers can use the Pegasus Python API to plan and execute workflows to create visualizations of the sky that comply with the Hierarchical Progressive Survey (HiPS) standards, on local and on cloud platforms."
O0-004,Athanaseus Javas Ramaila,SARAO,AIMfast: An Astronomical Image Fidelity Assessment Tool,"Radio telescopes spanning various locations across the Earth today are used as interferometer arrays to examine fine radio sky, providing scientists with a tremendous amount of data that can then be analysed to acquire objective information to understand the universe. Despite difficulties with large volumes of data coming from radio telescopes, radio interferometric reduction and imaging techniques show promising results in the current data-rich era. There is an excellent effort in the development of software in radio astronomy, and it is becoming available to the scientific community. Image fidelity is a measure of the accuracy of the reconstructed sky brightness distribution. A related metric, dynamic range, can also be used to measure the degree to which imaging artifacts around strong sources are suppressed, which implies a higher fidelity of the on-source reconstruction.

The main objective of this project is to develop a framework that allows for the evaluation of calibration, imaging and source finding techniques in astronomy. We quantify the ability of these techniques based on the recovery of source properties such as flux and astrometry. AIMfast (https://github.com/Athanaseus/aimfast) allows astronomers to analyse source catalogues by efficiently cross-matching these properties. Furthermore, global and localised image statistics (e.g. rms, mad, skewness etc.) can be computed using this tool. It is a Python-based package that can be executed from the command line and easily be integrated into a workflow environment. All visualisation outputs are saved in a portable Html format that can be loaded in any web browser. Moreover, a JSON file with all the statistics and source properties can be generated to use in other software programs."
